"[all run data]","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts"
,"45","35","34","40","42","37","44","34","31","34","33","31","35","36","39","47","35","40","31","24","28","36","47","36","46","49","28","32","33","34"
,"45","35","34","40","42","37","44","34","31","34","33","31","37","36","39","47","35","40","31","24","30","36","47","36","46","49","28","32","33","34"
,"45","37","34","40","42","37","46","34","31","34","33","31","37","36","39","49","35","40","31","24","30","36","48","36","46","49","28","32","33","34"
,"47","37","36","40","42","37","46","34","31","36","33","31","37","36","43","49","38","44","31","24","30","36","48","36","48","49","28","32","33","35"
,"47","41","36","40","42","37","48","36","31","36","33","31","37","36","43","49","40","46","31","24","30","36","48","36","50","49","30","32","33","35"
,"47","41","36","40","44","41","48","36","31","36","33","31","37","36","43","49","40","46","31","26","32","36","52","36","50","49","30","32","33","35"
,"47","43","37","40","46","41","48","36","31","36","33","31","37","36","43","49","40","48","31","26","32","36","54","36","50","49","30","32","33","35"
,"47","47","41","40","46","45","48","36","33","36","33","31","37","36","43","49","41","48","31","27","34","36","56","36","50","49","30","32","33","35"
,"47","47","41","40","48","45","48","36","35","36","33","31","37","36","43","49","41","48","35","27","34","36","56","36","52","49","30","32","33","35"
,"49","47","41","40","48","45","48","36","37","36","33","31","37","36","43","49","41","48","35","27","34","36","56","36","52","51","30","32","33","35"
,"49","47","41","40","48","45","52","36","37","38","33","31","37","36","43","49","41","48","35","27","37","36","56","36","52","53","30","32","35","35"
,"49","47","41","42","48","49","54","36","37","38","33","33","37","36","43","49","45","48","35","27","37","36","56","38","52","53","30","32","35","35"
,"49","49","41","44","49","50","56","36","37","38","35","33","37","36","43","49","45","48","35","27","37","38","56","38","54","53","30","32","35","35"
,"49","49","41","44","49","50","56","36","37","38","35","33","37","36","43","49","47","48","35","27","39","39","58","38","55","53","30","32","37","35"
,"49","49","41","46","49","53","56","36","37","38","35","33","40","36","43","49","48","48","37","27","41","39","58","38","55","56","30","32","37","35"
,"51","51","43","46","49","54","58","36","41","38","35","33","40","36","43","49","50","50","37","27","41","39","58","38","55","56","30","32","37","35"
,"51","51","43","48","49","54","58","36","41","38","37","33","40","40","43","49","50","52","37","27","41","40","58","40","56","58","30","32","37","35"
,"52","52","45","48","49","54","58","36","41","38","38","33","40","40","43","49","50","54","37","27","41","40","58","42","56","58","32","32","37","35"
,"52","52","45","50","51","56","58","38","41","38","38","37","41","40","45","49","52","54","40","29","41","40","58","42","56","58","34","32","37","35"
,"56","52","45","50","55","57","60","38","45","38","38","38","41","44","46","49","52","54","41","31","41","40","58","44","58","58","34","32","37","35"
,"56","52","45","52","55","57","60","38","45","38","38","38","41","44","46","49","52","54","41","31","43","42","58","46","58","58","34","34","37","35"
,"56","52","45","52","55","59","60","38","45","38","38","38","41","44","46","49","52","56","41","31","43","42","58","46","58","60","34","34","37","35"
,"60","52","45","54","55","59","60","38","46","38","38","38","41","44","50","49","52","56","41","33","45","42","58","46","58","60","34","34","37","35"
,"62","54","46","56","55","61","62","38","46","38","38","38","41","45","51","49","52","56","41","35","47","42","60","46","58","60","34","36","41","35"
,"62","54","46","56","55","64","62","38","46","38","38","38","41","45","51","49","52","58","41","35","47","42","60","46","58","60","34","36","41","35"
,"63","55","48","58","55","64","62","38","46","38","38","38","41","45","51","51","52","58","41","35","47","44","60","46","59","60","34","36","41","35"
,"63","55","48","58","55","64","62","40","46","38","40","38","43","45","53","51","52","58","41","35","47","44","60","46","59","60","34","38","43","35"
,"63","57","48","58","55","64","62","40","47","38","42","40","43","47","53","51","54","58","41","35","47","44","60","46","59","62","34","38","43","35"
,"63","57","48","59","55","64","62","40","47","38","42","40","43","47","53","51","54","58","45","35","47","45","62","48","59","62","36","38","43","37"
,"65","57","48","60","55","64","62","40","49","38","42","40","45","48","53","53","57","58","45","37","49","47","62","48","59","63","36","38","45","37"
