"[all run data]","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts","conflicts"
,"30","27","37","38","29","30","31","32","36","29","31","31","28","37","43","29","42","35","45","29","33","28","35","50","43","45","28","44","50","39"
,"32","27","37","38","29","30","31","32","36","29","31","31","28","39","43","29","42","35","45","29","33","28","35","51","43","45","28","44","50","39"
,"32","29","37","38","35","31","31","32","36","29","33","31","28","39","43","29","42","35","47","29","35","28","37","51","43","45","28","45","52","39"
,"32","29","37","38","37","31","31","32","38","29","35","31","28","39","43","31","42","35","47","29","37","28","37","52","43","45","28","47","52","42"
,"32","29","37","38","37","31","31","32","38","31","35","31","28","39","43","31","42","35","47","31","37","30","39","52","43","45","28","47","52","42"
,"32","29","37","42","37","31","31","32","38","33","38","31","28","41","43","31","42","35","47","31","37","30","39","52","43","47","28","47","52","42"
,"32","29","37","42","37","33","33","32","40","33","38","33","28","43","45","31","42","35","49","31","37","30","39","54","43","47","28","47","52","42"
,"32","29","37","42","37","33","33","32","40","33","40","33","28","43","45","31","42","37","51","31","37","30","39","54","45","47","28","47","52","42"
,"32","29","37","42","37","35","33","32","40","33","40","35","28","43","45","31","42","39","51","31","39","32","39","54","45","47","30","47","52","42"
,"32","31","37","42","37","35","33","32","40","33","40","35","28","45","47","31","42","39","53","31","42","32","41","54","47","47","30","47","52","42"
,"32","31","37","42","37","35","33","32","40","33","40","35","28","47","47","31","44","39","53","33","45","32","43","56","47","49","30","47","54","42"
,"32","31","37","42","37","35","33","32","40","33","40","35","30","47","47","31","44","39","53","33","45","34","43","57","47","51","30","49","54","42"
,"32","33","37","42","37","39","33","34","40","33","40","35","30","47","49","31","44","41","53","33","45","35","45","57","47","51","30","49","54","46"
,"34","33","39","42","37","39","33","34","44","33","40","35","30","49","51","31","44","41","53","33","49","37","45","57","47","51","32","49","54","46"
,"34","33","39","42","37","39","33","34","44","33","40","35","30","51","55","31","44","41","53","33","49","37","45","57","47","51","32","49","54","46"
,"34","33","39","44","39","39","33","34","45","33","42","35","31","51","55","31","44","41","53","33","49","37","45","57","47","53","32","49","56","46"
,"34","33","39","46","39","39","33","36","45","33","42","35","33","53","56","31","44","41","53","33","49","37","47","57","47","55","32","49","56","46"
,"34","33","40","46","39","39","35","36","45","33","44","37","33","54","56","31","48","41","53","33","49","37","49","57","47","55","32","49","58","46"
,"36","33","40","46","39","41","37","36","45","35","44","37","33","54","57","31","48","41","55","33","49","37","49","57","47","55","34","51","62","46"
,"36","33","40","46","41","43","37","36","45","35","44","37","33","54","57","31","50","41","55","33","53","37","49","57","47","55","34","51","62","46"
,"38","33","40","47","41","43","37","38","45","35","44","39","33","56","57","31","50","41","55","33","53","37","49","57","47","55","34","51","64","46"
,"38","33","42","47","41","43","39","40","45","35","44","39","33","57","57","31","50","41","55","33","53","37","53","57","49","55","34","51","64","46"
,"38","35","42","47","41","47","39","40","45","40","44","39","33","57","57","31","50","41","57","33","53","37","55","57","49","57","34","51","66","46"
,"38","35","42","47","41","47","39","40","45","42","44","39","33","57","57","31","50","43","59","33","53","37","55","57","51","57","36","51","66","46"
,"38","35","42","47","41","47","39","40","45","42","44","39","35","57","58","31","52","43","59","33","53","39","55","59","53","57","36","51","68","46"
,"38","35","42","47","41","47","41","40","45","42","44","39","35","57","60","31","52","43","59","33","55","39","55","59","53","57","37","51","68","46"
,"38","35","42","49","41","47","41","40","47","42","44","39","35","57","62","31","52","43","59","33","59","39","55","61","53","59","37","51","70","48"
,"38","35","42","51","41","47","41","40","47","42","44","39","35","57","64","35","55","43","61","33","59","41","55","61","55","59","37","51","71","48"
,"40","35","42","51","43","47","41","40","47","42","44","39","35","57","64","35","55","43","63","33","59","41","55","61","55","61","37","53","71","48"
,"40","35","45","51","43","47","41","42","49","42","44","39","35","57","64","35","55","43","63","35","59","43","55","61","55","61","37","53","71","48"
,"42","35","51","51","45","47","41","44","49","42","44","39","35","57","64","35","57","43","63","35","59","43","55","61","57","61","39","53","71","48"
,"42","35","53","51","45","55","41","44","49","44","44","39","35","57","64","35","57","43","63","35","59","43","55","61","57","61","39","53","71","48"
,"42","35","53","53","45","55","41","45","51","44","46","41","35","57","65","35","58","43","63","35","61","43","55","61","57","61","39","53","71","48"
,"42","35","53","53","45","55","43","47","51","44","46","42","35","57","67","35","58","45","67","35","65","43","55","61","59","61","39","53","71","48"
,"42","35","54","53","45","55","43","47","51","44","46","42","35","59","67","35","60","45","67","35","67","43","57","61","61","61","39","53","71","48"
,"42","35","54","55","45","55","43","47","51","44","46","42","35","63","67","35","60","47","67","35","67","43","57","61","61","61","39","53","73","50"
